,Date,Adj Close
148,2016-08-04,1.7241980000000012
149,2016-08-05,3.3190599999999932
150,2016-08-08,4.200690999999992
151,2016-08-09,4.636549000000002
152,2016-08-10,3.8341669999999937
153,2016-08-11,3.7648259999999993
154,2016-08-12,4.012475000000009
155,2016-08-15,5.300255000000007
156,2016-08-16,5.201188999999999
157,2016-08-17,5.042697000000004
158,2016-08-18,4.904013999999989
159,2016-08-19,5.181380000000004
160,2016-08-22,4.3393740000000065
161,2016-08-23,4.676173000000006
162,2016-08-24,3.8638839999999846
163,2016-08-25,3.408209999999997
164,2016-08-26,2.784136999999987
165,2016-08-29,2.6652619999999985
166,2016-08-30,1.8529730000000058
167,2016-08-31,1.9520310000000052
168,2016-09-01,2.576111999999995
169,2016-09-02,3.566708999999989
170,2016-09-06,3.536984999999987
171,2016-09-07,4.19078300000001
172,2016-09-08,1.377482999999998
173,2016-09-09,-0.9900439999999975
174,2016-09-12,1.2982409999999902
175,2016-09-13,3.7846339999999827
176,2016-09-14,7.568714999999997
177,2016-09-15,11.332988
178,2016-09-16,10.689098000000001
179,2016-09-19,9.36170100000001
180,2016-09-20,9.351793
181,2016-09-21,9.331984999999989
182,2016-09-22,10.391923000000006
183,2016-09-23,8.499879000000007
184,2016-09-26,8.668279000000013
185,2016-09-27,8.876303000000007
186,2016-09-28,9.728217999999998
187,2016-09-29,7.974863999999997
188,2016-09-30,8.836685999999986
189,2016-10-03,8.311662999999996
190,2016-10-04,8.787153000000004
191,2016-10-05,8.836685999999986
192,2016-10-06,9.668783999999988
193,2016-10-07,9.837183999999993
194,2016-10-10,11.808478000000008
195,2016-10-11,12.056127000000004
196,2016-10-12,13.08634099999999
197,2016-10-13,12.72973300000001
198,2016-10-14,13.373615999999998
199,2016-10-17,13.294374000000005
200,2016-10-18,13.215124000000003
201,2016-10-19,12.868415999999996
202,2016-10-20,12.808975000000004
203,2016-10-21,12.353302
204,2016-10-24,13.393432000000004
205,2016-10-25,13.987788999999992
206,2016-10-26,11.352795999999998
207,2016-10-27,10.253239999999991
208,2016-10-28,9.500383999999983
209,2016-10-31,9.322077000000007
210,2016-11-01,7.291348999999997
211,2016-11-02,7.390408000000008
212,2016-11-03,6.205551
213,2016-11-04,5.219819999999999
214,2016-11-07,6.783049000000005
215,2016-11-08,7.430236999999991
216,2016-11-09,7.251013999999998
217,2016-11-10,4.174357000000015
218,2016-11-11,4.811593000000002
219,2016-11-14,2.1033339999999896
220,2016-11-15,3.4972920000000016
221,2016-11-16,6.364857000000015
222,2016-11-17,6.325029000000015
223,2016-11-18,6.434554000000006
224,2016-11-21,8.097351000000003
225,2016-11-22,8.167048000000008
226,2016-11-23,7.599508999999983
227,2016-11-25,8.157089
228,2016-11-28,7.938037999999992
229,2016-11-29,7.828511999999989
230,2016-11-30,6.892567999999997
231,2016-12-01,5.867014999999995
232,2016-12-02,6.275249000000002
233,2016-12-05,5.488658000000015
234,2016-12-06,6.325029000000015
235,2016-12-07,7.400368
236,2016-12-08,8.485666999999992
237,2016-12-09,10.307760999999985
238,2016-12-12,9.660573
239,2016-12-13,11.542413999999994
240,2016-12-14,11.542413999999994
241,2016-12-15,12.169691
242,2016-12-16,12.319045000000003
243,2016-12-19,12.986151000000007
244,2016-12-20,13.294809999999984
245,2016-12-21,13.404335999999986
246,2016-12-22,12.637664000000001
247,2016-12-23,12.866665999999995
248,2016-12-27,13.603477000000012
249,2016-12-28,13.10563599999999
250,2016-12-29,13.075766999999999
251,2016-12-30,12.169691
